metric_name,timestamp,metric_value,check,error,error_code,expected_response,group,method,name,proto,scenario,service,status,subproto,tls_version,url,extra_tags
vus,1663930065,0.000000,,,,,,,,,,,,,,,
vus_max,1663930065,12.000000,,,,,,,,,,,,,,,
vus,1663930066,0.000000,,,,,,,,,,,,,,,
vus_max,1663930066,12.000000,,,,,,,,,,,,,,,
vus,1663930067,0.000000,,,,,,,,,,,,,,,
vus_max,1663930067,12.000000,,,,,,,,,,,,,,,
vus,1663930068,0.000000,,,,,,,,,,,,,,,
vus_max,1663930068,12.000000,,,,,,,,,,,,,,,
vus,1663930069,0.000000,,,,,,,,,,,,,,,
vus_max,1663930069,12.000000,,,,,,,,,,,,,,,
vus,1663930070,0.000000,,,,,,,,,,,,,,,
vus_max,1663930070,12.000000,,,,,,,,,,,,,,,
vus,1663930071,0.000000,,,,,,,,,,,,,,,
vus_max,1663930071,12.000000,,,,,,,,,,,,,,,
vus,1663930072,0.000000,,,,,,,,,,,,,,,
vus_max,1663930072,12.000000,,,,,,,,,,,,,,,
vus,1663930073,0.000000,,,,,,,,,,,,,,,
vus_max,1663930073,12.000000,,,,,,,,,,,,,,,
vus,1663930074,0.000000,,,,,,,,,,,,,,,
vus_max,1663930074,12.000000,,,,,,,,,,,,,,,
vus,1663930075,0.000000,,,,,,,,,,,,,,,
vus_max,1663930075,12.000000,,,,,,,,,,,,,,,
vus,1663930076,0.000000,,,,,,,,,,,,,,,
vus_max,1663930076,12.000000,,,,,,,,,,,,,,,
vus,1663930077,0.000000,,,,,,,,,,,,,,,
vus_max,1663930077,12.000000,,,,,,,,,,,,,,,
vus,1663930078,0.000000,,,,,,,,,,,,,,,
vus_max,1663930078,12.000000,,,,,,,,,,,,,,,
vus,1663930079,0.000000,,,,,,,,,,,,,,,
vus_max,1663930079,12.000000,,,,,,,,,,,,,,,
vus,1663930080,0.000000,,,,,,,,,,,,,,,
vus_max,1663930080,12.000000,,,,,,,,,,,,,,,
vus,1663930081,0.000000,,,,,,,,,,,,,,,
vus_max,1663930081,12.000000,,,,,,,,,,,,,,,
vus,1663930082,0.000000,,,,,,,,,,,,,,,
vus_max,1663930082,12.000000,,,,,,,,,,,,,,,
vus,1663930083,0.000000,,,,,,,,,,,,,,,
vus_max,1663930083,12.000000,,,,,,,,,,,,,,,
vus,1663930084,0.000000,,,,,,,,,,,,,,,
vus_max,1663930084,12.000000,,,,,,,,,,,,,,,
vus,1663930085,0.000000,,,,,,,,,,,,,,,
vus_max,1663930085,12.000000,,,,,,,,,,,,,,,
vus,1663930086,0.000000,,,,,,,,,,,,,,,
vus_max,1663930086,12.000000,,,,,,,,,,,,,,,
vus,1663930087,0.000000,,,,,,,,,,,,,,,
vus_max,1663930087,12.000000,,,,,,,,,,,,,,,
vus,1663930088,0.000000,,,,,,,,,,,,,,,
vus_max,1663930088,12.000000,,,,,,,,,,,,,,,
vus,1663930089,0.000000,,,,,,,,,,,,,,,
vus_max,1663930089,12.000000,,,,,,,,,,,,,,,
vus,1663930090,0.000000,,,,,,,,,,,,,,,
vus_max,1663930090,12.000000,,,,,,,,,,,,,,,
vus,1663930091,0.000000,,,,,,,,,,,,,,,
vus_max,1663930091,12.000000,,,,,,,,,,,,,,,
vus,1663930092,0.000000,,,,,,,,,,,,,,,
